epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
83,1875.34,0.77008,0.23649,0.07851,0.49831,0.9676,0.94664,0.86341,0.91916,0.77795,0.98941,0.91135,0.95808,0.92962,0.68508,0.2956,0.05562,0.41212,0.91679,0.0011882,0.0011882,0.0011882
84,1889.63,0.76664,0.27034,0.0853,0.52025,0.96965,0.93585,0.85393,0.91378,0.76756,0.96977,0.93885,0.95828,0.92483,0.68204,0.30485,0.05525,0.42631,0.90687,0.0011783,0.0011783,0.0011783
85,1904.19,0.79334,0.29142,0.08499,0.51194,0.97801,0.95672,0.86273,0.91483,0.75707,0.96815,0.92195,0.95676,0.92349,0.75019,0.31955,0.05946,0.43274,0.93554,0.0011684,0.0011684,0.0011684
86,1918.55,0.75194,0.25433,0.07768,0.50475,0.96237,0.98285,0.83848,0.91645,0.76724,0.98437,0.92166,0.95211,0.92343,0.72594,0.31931,0.06511,0.42547,0.92983,0.0011585,0.0011585,0.0011585
87,1933.02,0.76505,0.26856,0.0867,0.50128,0.95871,0.95682,0.86464,0.91711,0.78813,0.98435,0.92048,0.95911,0.93063,0.67082,0.28056,0.0664,0.42134,0.90601,0.0011486,0.0011486,0.0011486
88,1947.53,0.77097,0.26797,0.08848,0.51652,0.97163,0.97742,0.84472,0.91028,0.76317,0.98854,0.9122,0.95171,0.93112,0.73208,0.28233,0.04952,0.43587,0.9214,0.0011387,0.0011387,0.0011387
89,1961.61,0.75067,0.25371,0.07995,0.50403,0.96535,0.96602,0.8439,0.90797,0.77414,0.97569,0.9122,0.95121,0.92676,0.68568,0.31038,0.05157,0.43027,0.9086,0.0011288,0.0011288,0.0011288
90,1975.84,0.76814,0.26745,0.08526,0.50796,0.96979,0.96034,0.86829,0.92159,0.77287,0.99006,0.89756,0.94944,0.92873,0.69349,0.28188,0.04383,0.4184,0.90384,0.0011189,0.0011189,0.0011189
91,1989.36,0.76917,0.26792,0.08276,0.50133,0.96624,0.94584,0.85185,0.91947,0.76796,0.99464,0.90448,0.96004,0.93473,0.70602,0.2812,0.05459,0.42983,0.90347,0.001109,0.001109,0.001109
92,2002.46,0.76036,0.25795,0.08095,0.49328,0.96951,0.97217,0.85187,0.91758,0.78485,0.98189,0.89756,0.95737,0.92447,0.63683,0.29489,0.04262,0.41764,0.88898,0.0010991,0.0010991,0.0010991
93,2016.03,0.77691,0.2599,0.08725,0.50987,0.96405,0.98318,0.85534,0.9129,0.77901,0.98331,0.9122,0.9584,0.93017,0.66735,0.28145,0.05546,0.41691,0.88943,0.0010892,0.0010892,0.0010892
94,2030.42,0.76973,0.2584,0.0813,0.50578,0.96893,0.98025,0.86341,0.91429,0.775,0.98944,0.90244,0.95698,0.93134,0.68876,0.2979,0.04224,0.41465,0.89398,0.0010793,0.0010793,0.0010793
95,2044.85,0.75734,0.25438,0.07565,0.49323,0.95842,0.97753,0.849,0.90527,0.77289,0.98832,0.92195,0.95787,0.93239,0.68723,0.29869,0.04821,0.42514,0.90216,0.0010694,0.0010694,0.0010694
96,2058.97,0.75501,0.25198,0.07963,0.48919,0.95874,0.97217,0.8521,0.91093,0.76817,0.97388,0.92195,0.95682,0.92994,0.73011,0.28713,0.047,0.44647,0.91033,0.0010595,0.0010595,0.0010595
