epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
80,828.45,0.92809,0.38866,0.13887,0.60302,1.0424,0.97724,0.85938,0.88921,0.68016,0.98207,0.9375,0.9629,0.93718,0.90417,0.41611,0.03646,0.46024,0.9445,0.0014786,0.0014786,0.0014786
81,836.838,0.93429,0.38799,0.14803,0.6301,1.04259,0.98235,0.8699,0.90075,0.72221,0.94256,0.9375,0.96168,0.94126,0.80017,0.40294,0.03135,0.45306,0.91657,0.001472,0.001472,0.001472
82,848.284,0.92585,0.39389,0.14406,0.60498,1.038,0.99098,0.85801,0.904,0.69921,0.95978,0.93207,0.95652,0.94713,0.86447,0.4054,0.03443,0.46132,0.95093,0.0014654,0.0014654,0.0014654
83,858.4,0.89145,0.37667,0.12901,0.59484,1.02209,0.99102,0.86209,0.91928,0.72034,0.95275,0.91406,0.95719,0.94228,0.82836,0.36905,0.0278,0.44999,0.94679,0.0014588,0.0014588,0.0014588
84,866.935,0.90636,0.39059,0.13279,0.58462,1.01765,0.96728,0.86719,0.90225,0.70301,0.96577,0.92969,0.95789,0.93978,0.8452,0.39515,0.03374,0.43915,0.93535,0.0014522,0.0014522,0.0014522
85,878.221,0.91666,0.37953,0.13453,0.58853,1.03852,0.98271,0.85156,0.91532,0.69683,0.97504,0.91553,0.96195,0.94491,0.89868,0.36779,0.04582,0.46917,0.96718,0.0014456,0.0014456,0.0014456
86,888.191,0.89992,0.34889,0.12449,0.58946,1.01935,0.96339,0.86719,0.90982,0.68582,0.99154,0.91577,0.96205,0.94849,0.95649,0.41758,0.03408,0.46681,0.9951,0.001439,0.001439,0.001439
87,897.718,0.898,0.37177,0.12158,0.5929,1.0273,0.97865,0.875,0.90958,0.71473,0.99141,0.89844,0.95982,0.94637,0.81053,0.35203,0.02696,0.43381,0.92968,0.0014324,0.0014324,0.0014324
88,908.746,0.88223,0.34856,0.13193,0.56434,1.01143,0.99104,0.86443,0.89559,0.7185,0.99232,0.90625,0.96163,0.93677,0.81531,0.37793,0.03075,0.44768,0.93527,0.0014258,0.0014258,0.0014258
89,918.682,0.92677,0.40565,0.13128,0.59792,1.03758,0.98091,0.85938,0.9038,0.73152,0.99122,0.88219,0.95835,0.94558,0.7602,0.30276,0.02736,0.40643,0.91805,0.0014192,0.0014192,0.0014192
